Metabolite,Identified_Name,p_value_12h,mean_YPGD_12h,mean_NPGD_12h,fold_change_12h,p_value_24h,mean_YPGD_24h,mean_NPGD_24h,fold_change_24h
C18_116.0506_59,Indole*,0.9093333415607661,15.188969928702996,15.238653608358366,-0.004711407176936315,0.8085762314928491,15.09471241482935,14.993350744048653,0.009720435124595625
C18_116.0717_171.4,4-Methylaminobutyrate,0.4631702820263637,20.334241583143548,20.128609178280428,0.014663692704015343,0.3305742430706218,19.5732644731642,20.225874429039454,-0.047317684347322767
C18_116.983_279.4,Oxomalonate,0.9473887750937273,16.13138974761903,16.14968991361496,-0.0016357297732987792,0.75191892563126,15.61680414584987,15.731187545523744,-0.010528336070586852
C18_117.0194_179.5,Succinate*,0.1936565650929802,17.563567749273272,17.970137736428235,-0.0330155324133626,0.5884044515928959,18.23165833531723,18.15265302144317,0.006265379193433453
C18_117.0558_59.1,5-Hydroxypentanoate,0.0575038177252453,20.756462893280474,20.160699106142886,0.04201494754482355,0.15078148067349711,20.70119460925833,20.151888522184965,0.038798977715366424
C18_118.0298_146.2,SALICYLAMIDE*ᵢ,0.3197902708012693,15.986638796573814,15.689113591839567,0.027102798130888582,0.14767430958566372,15.918700776757229,15.415843176503538,0.046308792996003004
C18_118.051_49.4,L-Threonine*,0.5635289616634469,15.772391122361475,15.66560689184701,0.009800730454325982,0.9084127575624874,15.917423497700469,15.885682936327338,0.0028797165325375085
C18_119.0502_141.2,Styrene oxide,0.8785960783112605,13.862715715585715,14.06678088719952,-0.02108230264822936,0.6867878780240928,14.28662498291137,13.987725945632574,0.03050370454311779
C18_119.0503_58.6,Phenylacetaldehyde,0.5281475939635648,15.87424761234736,15.816388908790275,0.005267963449397189,0.8868818185704532,15.796283527845873,15.81401362394027,-0.0016184045514967714
C18_120.0666_20.9,Ethanolamine*,0.08894638085994992,15.6152896196851,15.236505542028404,0.03542726560556797,0.6666061448756289,15.477934574849346,15.577654925121276,-0.009265098591629118
C18_121.0295_142.5,3-HYDROXYBENZALDEHYDE*ᵢ,0.05693086893799812,20.661421170140994,20.443065522712686,0.01532794097869729,0.4975727580880216,20.747932277010744,20.56843310345247,0.012535671734557635
C18_121.0295_177.3,3-Hydroxybenzaldehyde*,0.687078974370856,23.544231153311603,23.614497118386854,-0.004299201360612116,0.2897980404007354,23.66276329068603,23.581319669405662,0.004974101202321598
C18_121.0659_142.5,Phenylethyl alcohol*,0.058110011335275435,15.052013129263516,16.1132154548297,-0.09828796525795991,0.5185625774926435,15.986114170732147,15.4783601686615,0.04656666247828354
C18_122.0361_196.9,Pyrazinamide,0.6698513009721953,15.883193743725306,16.22505174415937,-0.030722044875912163,0.8757330480735102,16.2302508219837,16.179694022430304,0.004500970520630046
C18_124.0075_47.6,Taurine*,0.5690231822870475,16.339958661232803,16.49039051726748,-0.013221230782895195,0.7816594371365431,16.16052071724544,16.253176174129017,-0.008247990514462698
C18_124.0404_27.7,Aminohydroquinone*,0.7559018190535024,19.16214209728413,19.145247201302983,0.001272557836750701,0.13188860434043567,19.210005200739587,19.092318735015585,0.008865582937703984
C18_124.9914_195.1,Methanesulfinic acid,0.2709877812469148,17.612566864504732,17.49754776593133,0.009452437195170362,0.4072885944485628,17.588436573172853,17.43938348818146,0.012278208812871755
C18_125.0245_194.9,"Benzene-1,2,4-triol",0.7562252501865552,16.396575518548175,16.297254084332277,0.008765628447287345,0.9758400710435517,16.202901017932206,16.193777328458328,8.125957708269788e-4
C18_125.0245_50.4,"1,2,3-Trihydroxybenzene",0.12985388467245626,16.831067736574962,16.589419871948444,0.020863265409923965,0.3138408561284911,16.627402052256247,16.507476259541896,0.010443201286385083
C18_125.0467_30.1,5-Amino-4-imidazolecarboxyamide*,0.2624576839370476,16.520801640622153,16.63025242412596,-0.009526374396290706,0.3694530979254832,16.63983582968809,16.539140741073446,0.00875691573527849
C18_125.061_58.5,Toluene-cis-dihydrodiol*,0.37468591638697846,15.193888891771124,14.875852831619166,0.030518796011596565,0.3773107685288567,14.502822316210846,14.916366851815754,-0.04056250149499029
C18_126.0198_196.1,"2,3,6-Trihydroxypyridine",0.036947910944111796,17.40137792649816,17.23547482723907,0.013820505614095042,0.9612951935492003,17.135618118718373,17.14598098109433,-8.722143078012946e-4
C18_126.0309_6,5-Amino-4-imidazole carboxylate*,0.45354468494675193,16.594555709268935,16.425391362208146,0.01478225869039423,0.3319416588251468,16.599507754856702,16.38555990382564,0.018715488811078318
C18_127.0371_49.4,Propan-2-ol,0.29232938882921367,14.338484850596103,15.102348658143933,-0.07488034694640316,0.32819896225830025,16.01892945376075,15.394019652482024,0.05740774134477185
C18_127.0514_50,Pyrazole,0.0029823940317908635,16.071641842250802,15.15162349790549,0.08504493208221775,0.4468592830230631,15.398721205568128,15.173082041815181,0.021296382882579845
