"Metabolite","p_between","mean_Y","mean_N","log2FC_YN","FC_YN","p_within_N","p_within_Y","mean12_N","mean12_Y","mean24_N","mean24_Y","log2FC_N","log2FC_Y","FC_N","FC_Y","Identified_Name"
"C22300_C18",0.0364278832926285,0.382253043826279,-0.407937732244773,0.790190776071052,1.7293031234444,0.0494216282887334,0.220904189143789,16.626682364303,16.1846260155977,16.2187446320583,16.566879059424,-0.407937732244773,0.382253043826279,0.753699984310401,1.30337573700797,"3(1)-Hydroxy-L-isoleucine"
"C16497_C18",0.0381397701890801,1.27648953875882,-0.673625984143267,1.95011552290209,3.86405471507367,0.257780412081001,0.0892597385935394,13.1202844155375,12.6363435445685,12.4466584313942,13.9128330833274,-0.673625984143267,1.27648953875882,0.626929019271679,2.42248803293324,"3-Dehydro-2-deoxyecdysone"
"C00204_C18",0.0427764818741857,-0.8473361982048,-0.269714979170396,-0.577621219034404,0.67006770503917,0.124767758113925,0.00345913203801061,18.3088986392163,18.1523136936359,18.0391836600459,17.3049774954311,-0.269714979170396,-0.8473361982048,0.829483403517501,0.555810040563052,"2-Dehydro-3-deoxy-D-gluconate"
"C10462_HILIC",0.0439011679162555,0.471051831788128,-0.6209431824803,1.09199501426843,2.13168610534472,0.165741924065979,0.132789902394337,16.8390142551465,16.437091242143,16.2180710726662,16.9081430739311,-0.6209431824803,0.471051831788128,0.650245681332953,1.38611968395787,"[6]-Gingerol"
"C00108_C18",0.0449360894938993,-0.835155581830252,0.28044072819129,-1.11559631002154,0.461500363710471,0.410205508934537,0.0688417450034871,14.1485898013328,14.3860061907988,14.4290305295241,13.5508506089686,0.28044072819129,-0.835155581830252,1.21456586484948,0.56052258837836,"Anthranilate"
"C06079_HILIC",0.0459583456279136,1.33318681546899,-0.367563105497546,1.70074992096653,3.25069887782737,0.421642794823735,0.0725460709687515,23.8881469466384,22.6622636174048,23.5205838411408,23.9954504328738,-0.367563105497546,1.33318681546899,0.77509061781325,2.51958620154005,"PR-toxin"
"C22455_HILIC",0.0481906095649434,-1.11364723677383,1.6679517552523,-2.78159899202613,0.145430423059571,0.0409345504461345,0.328836317422577,13.373431665469,14.2607827095212,15.0413834207213,13.1471354727474,1.6679517552523,-1.11364723677383,3.17763133635697,0.462124269573745,"3-Amino-2,4-dihydroxybenzoate"
"C03664_C18",0.0482798715345326,-0.186112537105412,0.316333984864985,-0.502446521970397,0.705908685796302,0.119368434895183,0.240299811497739,16.5315379292826,16.7541095004418,16.8478719141476,16.5679969633364,0.316333984864985,-0.186112537105412,1.2451624579592,0.878970994300875,"2,4-Dichlorophenoxyacetate"
"C20831_HILIC",0.0500335208264921,1.3281090013873,-0.668452162863013,1.99656116425032,3.99047687704157,0.274736760506413,0.111696241333029,14.9298426081765,13.6853703371023,14.2613904453135,15.0134793384896,-0.668452162863013,1.3281090013873,0.629181360710774,2.51073367138189,"6-Deoxy-6-sulfo-D-fructose 1-phosphate"
"C21333_HILIC",0.0500709430178056,-0.340618934706643,0.404139620755306,-0.744758555461949,0.596767736178923,0.128231603182332,0.220338252489061,16.4122507488287,15.8796910400116,16.816390369584,15.539072105305,0.404139620755306,-0.340618934706643,1.32329949963686,0.789702446684992,"8-Amino-3,8-dideoxy-D-manno-octulosonate"
"C01127_C18*",0.0501994598589239,0.540715577622145,-0.67007575689921,1.21079133452136,2.314645628942,0.107601978075737,0.244693372244365,15.147931011775,15.2882952199627,14.4778552548758,15.8290107975849,-0.67007575689921,0.540715577622145,0.628473684813191,1.45469386745793,"4-Hydroxy-2-oxoglutarate"
"C05946_C18",0.0501994598589239,0.540715577622145,-0.67007575689921,1.21079133452136,2.314645628942,0.107601978075737,0.244693372244365,15.147931011775,15.2882952199627,14.4778552548758,15.8290107975849,-0.67007575689921,0.540715577622145,0.628473684813191,1.45469386745793,"(4R)-4-Hydroxy-2-oxoglutarate"
"C15978_HILIC",0.0526498719933925,1.38364452324429,-1.03970183302148,2.42334635626578,5.36413801184397,0.242700527409132,0.127603652975306,16.6612180864934,15.1948944073372,15.6215162534719,16.5785389305815,-1.03970183302148,1.38364452324429,0.48642799514336,2.60926689877355,"2-Methyl-1-hydroxybutyl-ThPP"
"C06231_HILIC",0.0526652463744398,-0.671210800241749,0.282846726417473,-0.954057526659222,0.516178684994407,0.440529845444349,0.0536724510891418,20.1994600559929,20.5441520792356,20.4823067824104,19.8729412789938,0.282846726417473,-0.671210800241749,1.21659309951597,0.627979426281423,"Ectoine"
"C02427_HILIC",0.0538812812218882,-0.592951901690012,0.239302543399297,-0.83225444508931,0.561650885594929,0.26329731526537,0.117408079251917,19.3094720786422,19.1680420192713,19.5487746220415,18.5750901175813,0.239302543399297,-0.592951901690012,1.18042186023234,0.662984983175105,"L-Homocitrulline"
"C00519_HILIC",0.054187689574374,-0.61219463438594,-0.00564329339319752,-0.606551340992742,0.656764776084016,0.976409821603401,0.0267701970323754,15.5226916165586,15.9638352522063,15.5170483231654,15.3516406178203,-0.00564329339319752,-0.61219463438594,0.996096007565938,0.654200771367225,"Hypotaurine"
"C21087_HILIC",0.0542195050433486,-0.523403239970076,0.47378508929378,-0.997188329263856,0.500975400993278,0.246249339406389,0.112371291089689,14.4801377581411,15.2740804477724,14.9539228474349,14.7506772078023,0.47378508929378,-0.523403239970076,1.38874824582046,0.695728709328618,"3-[(1R,2S,5R,6S)-5-Hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]-2-oxopropanoate"
"C02975_C18",0.0546890060534315,0.336718846119125,-0.75690022788013,1.09361907399925,2.13408712205009,0.073940734877007,0.390801416437785,18.0239042482439,17.155373089242,17.2670040203638,17.4920919353611,-0.75690022788013,0.336718846119125,0.591766434112592,1.26288112630118,"Ethyl 3-oxohexanoate"
"C03015_C18",0.0556369765213195,-0.339873769144454,0.993862336061021,-1.33373610520548,0.396739485725314,0.0455044044791948,0.498948076786147,13.1653507398404,14.2235689677899,14.1592130759014,13.8836951986454,0.993862336061021,-0.339873769144454,1.99150946455824,0.790110440785931,"O-Carbamoyl-L-serine"
"C00352_HILIC",0.0574828195488197,-2.82313904811158,-0.0944589289704159,-2.72868011914117,0.150863936490213,0.923590064018322,0.0172693952064976,13.7890264670622,14.9000018698198,13.6945675380918,12.0768628217082,-0.0944589289704159,-2.82313904811158,0.936623454572934,0.141302701365935,"D-Glucosamine 6-phosphate"
"C06660_C18",0.0603474595341143,1.20890680520437,0.347015560859525,0.861891244344844,1.81741922399152,0.297733732571617,0.00326103765836525,14.2740847883881,13.9984064688567,14.6211003492476,15.2073132740611,0.347015560859525,1.20890680520437,1.27192672562789,2.31162408266471,"Clavaminic acid"
"C16309_C18",0.0615389971091384,-0.339080256551865,0.292991365753752,-0.632071622305617,0.645249211163209,0.0792502404476209,0.243094148751869,15.010966333727,15.4943297073179,15.3039576994807,15.1552494507661,0.292991365753752,-0.339080256551865,1.22517799943322,0.790545137668807,"Traumatin"
"C04282_C18",0.0648934410602138,0.112144694971682,-0.478473320114261,0.590618015085943,1.50589169624046,0.00985633586324655,0.66688312719722,20.0521975411945,19.2377970679062,19.5737242210802,19.3499417628779,-0.478473320114261,0.112144694971682,0.717736741249167,1.08083379873381,"1-Pyrroline-4-hydroxy-2-carboxylate"
"C08491_C18",0.0660532744482592,0.387891521052061,-0.571173486565525,0.959065007617586,1.94404957256514,0.203045272301097,0.153019909817869,18.1292735318157,17.4715517835088,17.5581000452502,17.8594433045609,-0.571173486565525,0.387891521052061,0.673069092053218,1.30847968071287,"(-)-Jasmonic acid"
"C14783_HILIC",0.0690649679340593,0.537416293531503,-0.616046592283776,1.15346288581528,2.22447191791005,0.245678418535303,0.132398834355124,18.1294365114281,17.7916277860952,17.5133899191443,18.3290440796267,-0.616046592283776,0.537416293531503,0.652456402222364,1.45137094440427,"1,2-Naphthoquinone"
"C00696_C18*",0.0720198388548836,0.709623787063788,-0.0802655963855304,0.789889383449318,1.72894189342041,0.770574472712054,0.0529919552593908,17.1227527000681,16.6394814226079,17.0424871036826,17.3491052096717,-0.0802655963855304,0.709623787063788,0.945883496016857,1.6353776025585,"Prostaglandin D2"
"C01312_C18",0.0720198388548836,0.709623787063788,-0.0802655963855304,0.789889383449318,1.72894189342041,0.770574472712054,0.0529919552593908,17.1227527000681,16.6394814226079,17.0424871036826,17.3491052096717,-0.0802655963855304,0.709623787063788,0.945883496016857,1.6353776025585,"Prostaglandin I2"
"C06070_HILIC",0.0727326533836762,-0.672917391691976,0.0455300686754012,-0.718447460367377,0.607751114767556,0.882328801019376,0.0187806189861265,16.4158806151469,16.8624702086391,16.4614106838223,16.1895528169471,0.0455300686754012,-0.672917391691976,1.03206230544797,0.627237016645575,"Iridotrial"
"C00940_HILIC",0.072866894123398,-0.76676546065346,0.354607166725745,-1.12137262737921,0.459656285134988,0.492628122704235,0.0381460370839046,15.685450869099,16.1605999287822,16.0400580358247,15.3938344681287,0.354607166725745,-0.76676546065346,1.27863737207022,0.587733704480561,"2-Oxoglutaramate"
"C17221_HILIC",0.073699562499236,-0.269627649855747,1.30326226020428,-1.57288991006003,0.336134397481786,0.0756964331134314,0.602559924047515,15.1629950045915,16.3217281608991,16.4662572647958,16.0521005110434,1.30326226020428,-0.269627649855747,2.46786291911147,0.829533615383176,"Trihomomethionine"
"C19490_C18",0.0743961179895925,0.891831614562893,-0.736187299792925,1.62801891435582,3.09088272113531,0.36307024178625,0.032061220995572,19.4588393439423,17.8136694557489,18.7226520441494,18.7055010703118,-0.736187299792925,0.891831614562893,0.600323770855184,1.85553037042308,"trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene"
"C00437_HILIC",0.0759741211830134,-0.475243555267188,0.207765253448704,-0.683008808715892,0.62286490472409,0.251670795577056,0.16297793947684,18.6241741893612,18.8964372565251,18.8319394428099,18.421193701258,0.207765253448704,-0.475243555267188,1.15489785131908,0.719345340127916,"N-Acetylornithine"
"C08299_HILIC",0.076192318895531,-0.316965342704243,0.721539333156725,-1.03850467586097,0.486831803584231,0.130215439621891,0.370362002872126,14.2468156198136,14.815403995697,14.9683549529703,14.4984386529928,0.721539333156725,-0.316965342704243,1.6489404900873,0.802756672792264,"Bufotenine"
"C02691_HILIC",0.0780453818428687,-0.526689915693694,0.278540287619115,-0.805230203312809,0.572270758757549,0.456260643976636,0.0557559748234132,18.2824174898649,18.3671202551235,18.560957777484,17.8404303394298,0.278540287619115,-0.526689915693694,1.21296698874352,0.694145538996113,"Heteropyrithiamine"
"C04044_C18",0.0780733403550525,0.443151992960907,-0.274759687707407,0.717911680668314,1.64479944252406,0.165854583818579,0.211732206566394,18.5021078204964,18.5094838670908,18.227348132789,18.9526358600517,-0.274759687707407,0.443151992960907,0.826587992927502,1.35957146996423,"3-(2,3-Dihydroxyphenyl)propanoate"
"C06231_C18",0.0782896537095336,0.422993691650771,-0.324359307169245,0.747352998820016,1.67870997095177,0.338702834124593,0.11080967335917,15.5435756351421,15.4291948167119,15.2192163279729,15.8521885083626,-0.324359307169245,0.422993691650771,0.798652984954707,1.34070672917386,"Ectoine"
"C05575_HILIC",0.0784912400515412,-1.32948545523347,1.18323078476924,-2.51271624000272,0.175225392380148,0.226650512368443,0.212290786278189,13.9806374787627,15.2972101587302,15.1638682635319,13.9677247034968,1.18323078476924,-1.32948545523347,2.27084743773479,0.397910133312533,"Hercynine"
"C18316_HILIC",0.0798746277461728,0.340633772146101,-0.664117478173342,1.00475125031944,2.00659748937099,0.094812257267764,0.420042810280393,15.5127671938569,15.0604543013237,14.8486497156836,15.4010880734698,-0.664117478173342,0.340633772146101,0.631074625768607,1.26631275967303,"2-Hydroxy-5-methylquinone"
"C10172_HILIC",0.0808262472287287,-0.766229376905788,0.033886427273182,-0.80011580417897,0.574303076719288,0.78566457455616,0.0859865659729955,26.2283931484581,26.2003246795329,26.2622795757313,25.4340953026271,0.033886427273182,-0.766229376905788,1.02376630369512,0.587952138053643,"Stachydrine"
"C05680_HILIC",0.0818111054960161,-0.706925051672782,0.111053714558298,-0.81797876623108,0.5672360910594,0.640342445296532,0.0922820686246058,19.4352037449449,19.4375362660867,19.5462574595032,18.7306112144139,0.111053714558298,-0.706925051672782,1.08001677037092,0.6126244911038,"N-Dimethyl-2-aminoethylphosphonate"
"C16272_HILIC",0.0828145945493587,-0.117470962397729,0.449087886993263,-0.566558849390992,0.675225432983331,0.113703419086309,0.491631922578302,16.7806521227113,16.6032403017518,17.2297400097045,16.485769339354,0.449087886993263,-0.117470962397729,1.36517688004584,0.921802149927783,"3-Hydroxy-5-oxohexanoate"
"C05587_HILIC",0.0838436982452803,-0.229450274147007,0.343739732690532,-0.573190006837539,0.672128970044208,0.154244119419046,0.325703321948462,15.8926515686363,16.6179334071446,16.2363913013269,16.3884831329976,0.343739732690532,-0.229450274147007,1.26904192569708,0.852959842461699,"3-Methoxytyramine"
"C04650_HILIC",0.0850804319224291,-1.55299459104841,-0.194545282818599,-1.35844930822981,0.390001260452922,0.73882444449623,0.0126098513022924,20.8657922401605,20.5601253886111,20.6712469573419,19.0071307975627,-0.194545282818599,-1.55299459104841,0.873848277200147,0.340801929552672,"L-Phosphinothricin"
"C01767_HILIC*",0.0856383177677168,0.0657748441283748,0.936285052864245,-0.87051020873587,0.546953386496488,0.0297442735423126,0.831605229295342,14.9889361271952,15.7273487877653,15.9252211800594,15.7931236318937,0.936285052864245,0.0657748441283748,1.91359437367809,1.04664692306386,"(-)-Carvone"
"C11383_HILIC",0.0856383177677168,0.0657748441283748,0.936285052864245,-0.87051020873587,0.546953386496488,0.0297442735423126,0.831605229295342,14.9889361271952,15.7273487877653,15.9252211800594,15.7931236318937,0.936285052864245,0.0657748441283748,1.91359437367809,1.04664692306386,"(+)-(S)-Carvone"
"C01948_C18",0.0878933422046576,-0.153346295134438,0.360981589951161,-0.5143278850856,0.700119024473817,0.0367936615559804,0.534024910187321,16.1199215557152,16.4802117704784,16.4809031456664,16.3268654753439,0.360981589951161,-0.153346295134438,1.28429942010249,0.899162457134444,"Pentadecanal"
"C05334_HILIC*",0.0888097176593937,-0.209551041277715,0.989912148014571,-1.19946318929229,0.435437272853395,0.12701221381586,0.467910186021297,22.2443070422666,22.9522697668825,23.2342191902811,22.7427187256048,0.989912148014571,-0.209551041277715,1.98606404710058,0.864806312381653,"Isosakuranetin"
"C09833_HILIC",0.0888097176593937,-0.209551041277715,0.989912148014571,-1.19946318929229,0.435437272853395,0.12701221381586,0.467910186021297,22.2443070422666,22.9522697668825,23.2342191902811,22.7427187256048,0.989912148014571,-0.209551041277715,1.98606404710058,0.864806312381653,"Sakuranetin"
"C14828_C18*",0.0888911071209309,0.40478988485087,-0.160591699057141,0.56538158390801,1.4797788498389,0.469669083448526,0.116337928204586,15.3962263573682,15.0033909465431,15.2356346583111,15.408180831394,-0.160591699057141,0.40478988485087,0.894658065504251,1.32389608317098,"9,10-DHOME"
"C14829_C18",0.0888911071209309,0.40478988485087,-0.160591699057141,0.56538158390801,1.4797788498389,0.469669083448526,0.116337928204586,15.3962263573682,15.0033909465431,15.2356346583111,15.408180831394,-0.160591699057141,0.40478988485087,0.894658065504251,1.32389608317098,"12,13-DHOME"
"C07054_HILIC",0.0894091639529284,1.17217069551849,-0.261592032661961,1.43376272818045,2.70150383161644,0.6441940911073,0.0774505662499563,14.6955807443903,13.4053296441464,14.4339887117283,14.5775003396649,-0.261592032661961,1.17217069551849,0.834166897367409,2.25350506944565,"Isoniazid"
"C00258_C18",0.091456848258207,0.012521491113043,-0.593432994578028,0.605954485691071,1.52198536431278,0.00871105855693606,0.965284815516891,17.7020760676074,17.4940944781621,17.1086430730294,17.5066159692751,-0.593432994578028,0.012521491113043,0.662763935638325,1.00871701003587,"D-Glycerate"
"C04445_HILIC",0.0916056868368162,-1.0993678200004,0.564288029669045,-1.66365584966945,0.315638293562879,0.416420116514935,0.131493180251308,15.1041288392809,16.0170330480643,15.66841686895,14.9176652280639,0.564288029669045,-1.0993678200004,1.47865761129361,0.466720965192479,"3,4-Dehydrothiomorpholine-3-carboxylate"
"C05791_HILIC",0.0958051235287748,1.36730115726352,0.0595310420225463,1.30777011524097,2.47558608052452,0.910680048362118,0.0337675965139866,19.0643872182319,18.4622343544881,19.1239182602545,19.8295355117517,0.0595310420225463,1.36730115726352,1.04212695522121,2.57987498448503,"D-Urobilinogen"
"C16521_C18",0.0986788747491735,-0.275654358524405,0.303775233142471,-0.579429591666876,0.669228322530295,0.283899223861636,0.197024378806373,15.3885242728015,15.8241715474193,15.6922995059439,15.5485171888949,0.303775233142471,-0.275654358524405,1.2343702813258,0.826075552752917,"Isoprene"
"C19783_HILIC*",0.103261034663309,-0.127885612059511,0.366596129493575,-0.494481741553087,0.709816619291236,0.0803146844422804,0.569757408593928,18.9338013475852,19.047307750528,19.3003974770788,18.9194221384685,0.366596129493575,-0.127885612059511,1.28930726925893,0.91517172709299,"(S)-Piperazine-2-carboxylate"
"C22456_HILIC",0.103261034663309,-0.127885612059511,0.366596129493575,-0.494481741553087,0.709816619291236,0.0803146844422804,0.569757408593928,18.9338013475852,19.047307750528,19.3003974770788,18.9194221384685,0.366596129493575,-0.127885612059511,1.28930726925893,0.91517172709299,"(3S)-1,2-Diazinane-3-carboxylate"
"C02381_HILIC",0.103853615733043,-0.440369479703082,0.807903227132854,-1.24827270683594,0.420951898440458,0.228035690035265,0.250160104323577,14.2057354711931,14.97718919863,15.0136386983259,14.5368197189269,0.807903227132854,-0.440369479703082,1.75066522460808,0.73694584983246,"6-Methoxymellein"
"C16334_HILIC",0.104085077786897,0.618904407120791,-0.24868658275765,0.86759098987844,1.82461361810658,0.408988275806352,0.169442687736715,13.7630881125308,12.9571434936907,13.5144015297732,13.5760479008115,-0.24868658275765,0.618904407120791,0.841662308746137,1.53570851038523,"3-Oxo-OPC6-CoA"
"C00509_C18",0.104767032771322,0.458325471786613,-0.440093401257478,0.898418873044091,1.86402198144086,0.259019147869541,0.25632159591771,18.2505612008852,18.4960061157487,17.8104677996277,18.9543315875353,-0.440093401257478,0.458325471786613,0.737086887492573,1.37394616051798,"Naringenin"
"C07085_C18",0.105271634444228,-0.203285024703557,0.170178910132714,-0.373463934836271,0.771926860699076,0.255514719399358,0.255873573603169,14.9788729342957,14.9721005965492,15.1490518444285,14.7688155718457,0.170178910132714,-0.203285024703557,1.12519801302873,0.868570569862105,"3-Vinylcatechol"
"C01294_HILIC",0.105684120296784,-2.97248948802618,0.275148438966337,-3.24763792699251,0.105284289071464,0.83245134959248,0.06957816171266,13.298146313317,13.35499663464,13.5732947522833,10.3825071466138,0.275148438966337,-2.97248948802618,1.21011859197778,0.127406475648542,"1-Guanidino-1-deoxy-scyllo-inositol 4-phosphate"
"C16353_HILIC",0.107116682483566,-0.85250956308617,1.22850948319308,-2.08101904627925,0.236347408938197,0.279742611427868,0.170404433856393,14.6703229494334,15.4040849994936,15.8988324326265,14.5515754364074,1.22850948319308,-0.85250956308617,2.34324772686578,0.553820528745046,"7-Methylxanthine"
"C01298_C18",0.108760741792271,-0.0608360639243962,0.763014094114191,-0.823850158038587,0.564932279535658,0.0650790230836903,0.852961521347791,13.9861769917922,14.3538170212817,14.7491910859064,14.2929809573573,0.763014094114191,-0.0608360639243962,1.69703238214165,0.958708372089109,"1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol"
"C16656_HILIC",0.10916682416178,-1.72992303975056,-0.997129103477713,-0.732793936272848,0.601737454521837,0.00571287495041972,0.000671050665597313,21.0145238419079,20.5030265418458,20.0173947384302,18.7731035020952,-0.997129103477713,-1.72992303975056,0.50099596755111,0.30146803823991,"2-Propyl-2,4-pentadienoic acid"
"C02222_C18",0.111587924570746,0.0347345801779782,-0.440312694689816,0.475047274867795,1.3899637660422,0.0548184825017728,0.86462205772092,16.2422757828923,15.8600155054005,15.8019630882025,15.8947500855785,-0.440312694689816,0.0347345801779782,0.736974856865997,1.02436834752788,"2-Maleylacetate"
"C16650_HILIC",0.111733131043943,-0.28832752453922,0.523136025291911,-0.81146354983113,0.569803524352513,0.0678830550679698,0.494405589020592,18.959938686469,19.2814035537417,19.4830747117609,18.9930760292025,0.523136025291911,-0.28832752453922,1.43707566562267,0.81885077903303,"5-Hydroxyvalproic acid"
"C00156_C18",0.113596809554544,0.00974690116582461,0.461686903579056,-0.451940002413232,0.731059126239315,0.00528091001384594,0.96737116695366,16.7248968703473,16.9589164532216,17.1865837739264,16.9686633543875,0.461686903579056,0.00974690116582461,1.37715114199053,1.00677891056307,"4-Hydroxybenzoate"
"C05901_HILIC",0.11515459083599,-0.267688200063579,1.01852615411407,-1.28621435417765,0.410025529891638,0.144785965839707,0.548341780805862,13.7426047417831,15.0510452883798,14.7611308958971,14.7833570883162,1.01852615411407,-0.267688200063579,2.02584831140914,0.830649527365611,"Piceatannol"
"C22419_C18",0.115808241560793,0.435932099948393,-0.339688360633952,0.775620460582345,1.71192614200593,0.361889373931129,0.192905885059952,18.3795339950135,18.014910366171,18.0398456343795,18.4508424661194,-0.339688360633952,0.435932099948393,0.790211988659546,1.35278456111277,"N(delta)-Hydroxy-N(omega)-methyl-L-arginine"
"C00041_C18",0.116831327077501,0.200866666222707,-0.242961879659493,0.4438285458822,1.36020919154293,0.149421258632698,0.380485870574164,16.4719965752652,16.3713797950157,16.2290346956057,16.5722464612384,-0.242961879659493,0.200866666222707,0.845008711788256,1.14938861670823,"L-Alanine"
"C16647_HILIC",0.119446239283209,0.308549914961333,-0.218986777735008,0.527536692696341,1.44146588455015,0.381816509790345,0.19188415974299,20.0700663203965,20.2979354446993,19.8510795426615,20.6064853596606,-0.218986777735008,0.308549914961333,0.85916862917071,1.2384622680253,"N,N-Diethylglycine"
"C09870_HILIC*",0.120839232686399,0.113138641512262,-0.717720240414782,0.830858881927045,1.77874398966548,0.11321389632171,0.71135657091772,15.6657625287504,15.401622501598,14.9480422883356,15.5147611431102,-0.717720240414782,0.113138641512262,0.608057541375226,1.08157869709195,"(-)-Menthyl acetate"
"C16825_HILIC",0.120839232686399,0.113138641512262,-0.717720240414782,0.830858881927045,1.77874398966548,0.11321389632171,0.71135657091772,15.6657625287504,15.401622501598,14.9480422883356,15.5147611431102,-0.717720240414782,0.113138641512262,0.608057541375226,1.08157869709195,"Neomenthyl acetate"
