Metabolite,t.score,p.value,FDR,logFC,Rank
HILIC_89.7309166_24.58527972,1.5179736483783093,0.13720117263321396,0.9999999999999997,1.9551619615570957,58
HILIC_89.95081898_282.4417173,0.23660420802271417,0.8142198444579206,0.9999999999999997,0.12332607738586444,59
HILIC_89.95083549_169.2771538,1.3374019637973817,0.18894947623391922,0.9999999999999997,1.8905906504260677,60
HILIC_89.96249768_225.0080642,0.6576346466828978,0.5146908911925776,0.9999999999999997,0.3455180448261687,61
HILIC_90.03723536_290.3656427,-0.6628157120191183,0.5114026309347703,0.9999999999999997,-0.45415372922934144,62
HILIC_90.05502652_57.64460634,-0.02819771476077542,0.9776503099322618,0.9999999999999997,-0.02090941280273797,63
HILIC_90.06723026_25.35141934,0.8613208714011086,0.3944010424204255,0.9999999999999997,0.9286710639020072,64
HILIC_90.09138826_283.2392524,-0.4380150845106076,0.6638262955095984,0.9999999999999997,-0.29623655437616336,65
HILIC_90.50698229_257.3794829,-0.18033838685545614,0.857834061915043,0.9999999999999997,-0.04343633108928589,66
HILIC_90.5242414_206.845207,1.3572956346206493,0.1826013595583057,0.9999999999999997,1.0387866965405799,67
HILIC_90.5273569_255.510963,-0.8370871977545692,0.4077164238250721,0.9999999999999997,-1.4921332916184749,68
HILIC_90.97669008_56.16844276,0.25583963196097603,0.7994384419509197,0.9999999999999997,0.1257783448049576,69
HILIC_91.00589404_283.2412351,0.6427546532370856,0.524197902430491,0.9999999999999997,0.29873841633413734,70
HILIC_91.00865137_281.5012103,0.1322829020389785,0.8954503608387898,0.9999999999999997,0.05144023353460855,71
HILIC_91.00866596_81.45515544,-1.0278310245423343,0.31045207341072767,0.9999999999999997,-0.9304830660568022,72
HILIC_91.01795313_194.9575463,0.5390426827653397,0.5929650872568427,0.9999999999999997,0.32755321857249675,73
HILIC_91.02903867_270.4874102,-0.7895295323495012,0.43464453994906116,0.9999999999999997,-0.4918739197754569,74
HILIC_91.03979443_42.58728616,-0.564994080224476,0.5753596964942629,0.9999999999999997,-0.1676097669708817,75
HILIC_91.05430844_39.49641254,0.15726466307396297,0.8758592083159228,0.9999999999999997,0.08606343079042252,76
HILIC_91.05836822_61.3065251,1.9242671333472463,0.06174526983220312,0.9999999999999997,2.1483761280145437,77
HILIC_91.50469881_274.0240948,0.2455532571423176,0.807334061699793,0.9999999999999997,0.061536906100690354,78
HILIC_91.51486603_35.59365995,-0.4480454735078386,0.6566348704347,0.9999999999999997,-0.39097856279741733,79
HILIC_91.52206465_196.2333935,-0.306495006461616,0.7608814005788895,0.9999999999999997,-0.237738905568321,80
HILIC_91.52521365_216.803652,-0.3610968183522133,0.7200036221949704,0.9999999999999997,-0.26834335863663816,81
HILIC_91.52857066_203.377437,-0.9955249547324785,0.3257050841361301,0.9999999999999997,-0.847336664135037,82
HILIC_91.98005305_59.24161099,0.07012576412715811,0.9444570203902469,0.9999999999999997,0.03973699291653298,83
HILIC_92.00482047_280.1555784,-1.2632341073065354,0.21411150334603482,0.9999999999999997,-0.5268146576969029,84
HILIC_92.00636441_282.3773474,-0.4483542876575125,0.6564139811586177,0.9999999999999997,-0.2241476088690076,85
HILIC_92.02157614_188.9048091,-0.8066716323341115,0.4248173531244259,0.9999999999999997,-0.6720426912409642,86
HILIC_92.0240254_201.4034171,-1.1285425049760525,0.26608332182878447,0.9999999999999997,-0.6847299473298982,87
HILIC_92.02569931_217.6720968,-1.1127790110036624,0.2727121897330396,0.9999999999999997,-0.5139908575429022,88
HILIC_92.0369682_125.5009436,-0.8621621178865071,0.39394377498916444,0.9999999999999997,-0.4246590327709013,89
HILIC_92.04953958_27.12485427,0.7498491663387773,0.45790935877129346,0.9999999999999997,1.062745369175069,90
HILIC_92.05761655_290.2283105,0.7410271418197995,0.4631788445532229,0.9999999999999997,0.42314451810246906,91
HILIC_92.33810774_22.54292926,0.1975881217850564,0.8444082026168576,0.9999999999999997,0.30676504205977295,92
HILIC_92.50348013_284.0719607,0.1172916586153029,0.9072394856453155,0.9999999999999997,0.040869664630779096,93
HILIC_92.503492_80.48193747,1.8687512345842996,0.06928968961127939,0.9999999999999997,1.450523176086433,94
HILIC_92.94813874_85.31516333,0.15281088227762504,0.8793465262066119,0.9999999999999997,0.2289448084080508,95
HILIC_92.94814353_284.9895186,-0.23472835583193682,0.8156651191976041,0.9999999999999997,-0.10828272345979846,96
HILIC_93.01997413_217.7475323,0.015005959458375708,0.9881050208973442,0.9999999999999997,0.009624890107447702,97
HILIC_93.0240484_203.0219762,0.6442849856245056,0.5232158550547436,0.9999999999999997,0.5182975118569135,98
HILIC_93.04480659_99.74035108,-0.5272227053436296,0.6010679661956844,0.9999999999999997,-0.20307431807533435,99
HILIC_93.06994024_59.20747924,-0.1891490662826513,0.8509709041146881,0.9999999999999997,-0.10226481480022753,100
HILIC_93.06994572_134.0334726,0.7438404587543671,0.4614946163247189,0.9999999999999997,0.5150186421493956,101
HILIC_93.50377753_275.5340212,0.11396215168469535,0.90986079455252,0.9999999999999997,0.08396482928713465,102
HILIC_93.98409529_279.4198637,1.2061036533712823,0.23514676681556795,0.9999999999999997,0.7404488446560752,103
HILIC_94.02880157_39.22809772,-0.020735018582539254,0.9835642647237364,0.9999999999999997,-0.013425251986121507,104
HILIC_94.0451383_123.2344593,1.292710921541587,0.20382536774639262,0.9999999999999997,1.331166861924174,105
HILIC_94.06518108_125.0537174,0.05557918603349452,0.9559648514585268,0.9999999999999997,0.035770355338062394,106
HILIC_94.07324692_290.7029809,-1.9126826887239192,0.06325848454734549,0.9999999999999997,-2.192590663259941,107
HILIC_94.5023231_274.5414159,0.4194765244105939,0.6772024211334187,0.9999999999999997,0.23296668611171986,108
HILIC_94.52084594_220.0657357,-0.7197122060713895,0.4760544110628947,0.9999999999999997,-0.41333275374421213,109
HILIC_94.543682_151.0944294,-0.6049207183278108,0.5487853150957819,0.9999999999999997,-0.466684443639625,110
HILIC_94.54642742_251.5590928,0.025309847396033966,0.9799387221524407,0.9999999999999997,0.021015427545347878,111
HILIC_94.94357368_283.2714483,-0.2662180299005995,0.7914937294124993,0.9999999999999997,-0.17859008890586678,112
HILIC_95.01280726_71.5910938,-0.11101475356600835,0.9121821229111304,0.9999999999999997,-0.04749345195041558,113
HILIC_95.02402448_270.0370196,0.8888896625850856,0.3795898395478968,0.9999999999999997,0.509621532856198,114
HILIC_95.04387206_240.8349018,-1.3135727534040371,0.1967744369258822,0.9999999999999997,-1.1407760303859698,115
HILIC_95.04389743_127.814977,1.0760019857000125,0.28863177678814195,0.9999999999999997,0.9067619773228902,116
HILIC_95.04721541_147.7880064,-1.6316012621610685,0.11092834509817813,0.9999999999999997,-1.3769883000535057,117
HILIC_95.04905656_276.6921965,-0.9292137629330616,0.35857548175820975,0.9999999999999997,-0.33214924044880434,118
HILIC_95.04921145_145.0280525,0.2369196111909781,0.8139769023720906,0.9999999999999997,0.11473264723461693,119
HILIC_95.06043216_100.9513343,0.42934850881227565,0.6700659710381485,0.9999999999999997,0.4056066428342642,120
HILIC_95.06854325_38.04931808,0.9483004611970873,0.3488988986515573,0.9999999999999997,0.7956515143035063,121
HILIC_95.08560012_30.83855528,-0.5588173985788929,0.5795266040466731,0.9999999999999997,-0.4406965056026754,122
HILIC_95.50172477_273.7309703,0.2411422087735576,0.8107262096368301,0.9999999999999997,0.19442174226641307,123
HILIC_95.54560673_123.8812145,-0.18005273731433957,0.8580567612788824,0.9999999999999997,-0.18671554443674682,124
HILIC_95.96404634_278.394581,-1.2129981451970837,0.23253029607898956,0.9999999999999997,-0.630847093670214,125
HILIC_96.02085669_24.05666906,0.7756291249971848,0.4427126517968003,0.9999999999999997,0.6581197359718766,126
HILIC_96.04443233_293.0843421,1.196889890064067,0.2386771337375437,0.9999999999999997,0.3145367408343313,127
HILIC_96.04445963_155.8886054,0.3837891468290227,0.7032488507898773,0.9999999999999997,0.1652746613794668,128
HILIC_96.05565544_283.8187459,-0.19876995769447175,0.843490022228543,0.9999999999999997,-0.09129600420528976,129
HILIC_96.06824022_119.6157906,-0.6081694829257044,0.5466509981823835,0.9999999999999997,-0.42049544593317895,130
HILIC_96.08079825_285.5052228,0.5571614804935447,0.5806462150758336,0.9999999999999997,0.40461602743749026,131
HILIC_96.0808262_35.31049728,0.055170287129907174,0.9562884819540871,0.9999999999999997,0.04877680667563149,132
HILIC_96.08891983_289.9822178,-0.023314817823273774,0.9815197306728995,0.9999999999999997,-0.009316115454967461,133
HILIC_96.08894104_29.14321708,-0.4282202731722589,0.6708800225670823,0.9999999999999997,-0.34043809170306305,134
HILIC_96.92181876_47.53810749,0.6242418556847886,0.5361552951234371,0.9999999999999997,0.15530682562084855,135
HILIC_96.96098643_290.5945809,0.710098550220498,0.4819277692453744,0.9999999999999997,0.3781078667317001,136
HILIC_96.96099024_104.6093719,0.08660992720527314,0.9314310424003964,0.9999999999999997,0.03994066689192325,137
HILIC_97.02846259_63.43590937,-0.3897912436133271,0.6988417581888561,0.9999999999999997,-0.19323881309478588,138
HILIC_97.03968749_94.14561617,-2.4399501057446855,0.019406783707860094,0.9999999999999997,-0.899598832408543,139
HILIC_97.03970055_163.6304677,0.7712533904792991,0.44527073862095035,0.9999999999999997,0.3149325194577223,140
HILIC_97.03970679_290.2586911,0.15123216943788398,0.8805832490213452,0.9999999999999997,0.08070824649777711,141
HILIC_97.04775017_287.1402126,0.15385012445105312,0.8785325775275548,0.9999999999999997,0.0944193857871099,142
HILIC_97.06485236_163.0285505,-0.3905059035991023,0.698317711303603,0.9999999999999997,-0.22279043167208998,143
HILIC_97.07608559_170.8608285,-0.4517866495230801,0.6539609789845305,0.9999999999999997,-0.24922376928704346,144
HILIC_97.07609276_74.33076214,-0.20464245976805806,0.8389309181634601,0.9999999999999997,-0.1408758762402075,145
HILIC_97.10123931_22.28581663,-0.9407723046687373,0.35269475721390586,0.9999999999999997,-0.3376739214023575,146
HILIC_97.10129888_288.167834,0.7715135819286862,0.445118384262311,0.9999999999999997,0.3872331805984629,147
HILIC_97.53373188_219.1342954,-1.7502663968191594,0.08804920150791445,0.9999999999999997,-1.445301358245802,148
HILIC_97.98919663_237.7273891,-0.5576982135385363,0.5802832000252811,0.9999999999999997,-0.4897282999074897,149
HILIC_98.00176807_123.3700829,0.8502199799242414,0.4004662575254532,0.9999999999999997,0.9462211410941272,150
HILIC_98.01361244_281.1273285,0.5776143072102377,0.5668918853883149,0.9999999999999997,0.1177495919379513,151
HILIC_98.01363092_70.58617975,1.0120670158069864,0.31783266543599115,0.9999999999999997,0.6776981859823162,152
HILIC_98.0236956_75.54460817,0.34692436336908716,0.7305397855856725,0.9999999999999997,0.2813747305995596,153
HILIC_98.02575733_182.1130742,-0.7715690255256911,0.4450859234160476,0.9999999999999997,-1.0558152742344111,154
HILIC_98.06008303_178.1258925,0.4638534533539035,0.645368152802438,0.9999999999999997,0.2776050594090982,155
HILIC_98.06815562_288.5114588,-1.5643369445061468,0.1259325276433356,0.9999999999999997,-1.3504983444348162,156
HILIC_98.09645043_273.6405819,-0.7757336457099218,0.4426516552098312,0.9999999999999997,-0.3948355031603292,157
HILIC_98.09648549_124.1422019,-1.4743851923189286,0.14851921120265144,0.9999999999999997,-0.9854898656710112,158
HILIC_98.09649188_48.37430132,0.03670292103362793,0.9709117741049996,0.9999999999999997,0.02076167903291933,159
HILIC_98.47062059_292.8913911,-1.5963518752254258,0.1185976311020631,0.9999999999999997,-1.0248045527704743,160
HILIC_98.51204815_288.3568145,1.2458654295840332,0.22035198296644928,0.9999999999999997,0.6597453994941149,161
HILIC_98.51528591_176.1853492,0.36915902754367097,0.7140343908846443,0.9999999999999997,0.325582854836881,162
HILIC_98.91893138_47.0325855,0.628995511294167,0.5330713460394707,0.9999999999999997,0.1606460429636886,163
HILIC_98.96136145_260.1261305,-0.2660060319707976,0.7916557929903316,0.9999999999999997,-0.08537844175920606,164
HILIC_98.97539012_214.3014805,-1.3348418814740393,0.1897785436142631,0.9999999999999997,-0.902681447060185,165
HILIC_98.98422559_105.8917001,-2.4159361735435914,0.020548895756143676,0.9999999999999997,-1.3365020667540242,166
HILIC_98.98615197_100.5545223,-1.2641510367980358,0.2137857736722507,0.9999999999999997,-2.803371905967765,167
HILIC_98.98840414_238.9183973,-0.4521907600600876,0.6536724285578928,0.9999999999999997,-0.34867379954116684,168
HILIC_98.99852692_123.0100047,-0.6696339806342992,0.5070927226126876,0.9999999999999997,-0.628541201267749,169
HILIC_99.04411687_60.08975595,-0.6183788698867854,0.5399717425543078,0.9999999999999997,-0.3310608197279771,170
HILIC_99.05533344_297.0103276,1.9317908889328854,0.06077924686336919,0.9999999999999997,1.165974666391021,171
HILIC_99.05533651_163.9203534,-1.3830891237082745,0.17461685623682707,0.9999999999999997,-0.5480332828936739,172
HILIC_99.05534101_87.08416295,-0.4436938007802695,0.6597508540373183,0.9999999999999997,-0.15436635095503687,173
HILIC_99.06341917_289.4532463,-0.8618300339666753,0.394124242463303,0.9999999999999997,-0.468279018241387,174
HILIC_99.0805155_142.5193386,2.0820069307831544,0.04404683963353767,0.9999999999999997,1.091060893309721,175
HILIC_99.08051802_292.26679,0.2906686825086244,0.7728668158444653,0.9999999999999997,0.11993204239356511,176
HILIC_99.09169577_286.9111017,-0.37467969935924395,0.7099573456682935,0.9999999999999997,-0.22473618395931333,177
HILIC_99.09171677_100.5174632,-1.5387787876177161,0.13204817196840538,0.9999999999999997,-0.8155215388494838,178
HILIC_99.51225545_55.61824635,0.07119191845314497,0.9436140265118396,0.9999999999999997,0.04257911873307292,179
HILIC_99.51225712_276.7252816,0.45684537895669686,0.6503527407968483,0.9999999999999997,0.11382183981847371,180
HILIC_99.95920468_280.9702017,0.05812933930114278,0.9539466585919458,0.9999999999999997,0.06542209156196582,181
HILIC_99.96468762_278.0108076,0.9290262086854616,0.3586714306927282,0.9999999999999997,0.5224530892744665,182
HILIC_99.99563149_193.6873917,-1.231794270913904,0.2255063232335625,0.9999999999999997,-0.8707662753792846,183
HILIC_100.0111241_274.4741316,-0.04904187491879457,0.9611397920451757,0.9999999999999997,-0.018950080821909576,184
HILIC_100.0111519_27.55851035,-1.2895638412728267,0.20490541736051066,0.9999999999999997,-0.6570772930631469,185
HILIC_100.0139313_284.8321984,-0.21920238945497755,0.8276518803283295,0.9999999999999997,-0.07511841887202017,186
HILIC_100.0216084_32.48403668,-0.004429907586406293,0.9964883611408082,0.9999999999999997,-0.006423727089990238,187
HILIC_100.02167_182.9745393,0.45566821178810213,0.6511916223014182,0.9999999999999997,0.6140745902948184,188
HILIC_100.0243614_259.7935001,-0.42937696236924333,0.6700454462530536,0.9999999999999997,-0.19333336119807187,189
HILIC_100.0393283_294.4010288,1.7892460096854157,0.08145482548752517,0.9999999999999997,0.7820740248005809,190
HILIC_100.0393634_118.7619905,-0.5432393123548332,0.590100761163943,0.9999999999999997,-0.28387737796163925,191
HILIC_100.050611_34.59658404,-0.2885184243369558,0.7744996533270143,0.9999999999999997,-0.24105416181322026,192
HILIC_100.0712647_29.4520803,-0.013164944456261365,0.9895642708888641,0.9999999999999997,-0.007696891466095899,193
HILIC_100.0757693_36.99313229,0.3366638904196924,0.7382009392687957,0.9999999999999997,0.29186001507662307,194
HILIC_100.1121549_285.3191436,-0.8579395089528364,0.3962423786421909,0.9999999999999997,-0.3629236850030842,195
HILIC_100.5099716_276.5208986,0.17125383141620787,0.8649222673077748,0.9999999999999997,0.05128672156205323,196
HILIC_100.5264513_192.3290747,-0.8840017339314397,0.382189623975688,0.9999999999999997,-1.2064260058173977,197
HILIC_100.5305324_222.7017959,-0.2698174339731759,0.7887435702781074,0.9999999999999997,-0.133610582851223,198
HILIC_100.916966_47.64662423,0.48900817396468177,0.6276138088809633,0.9999999999999997,0.13488471878461172,199
HILIC_100.9568037_271.5810892,-0.06575481126814223,0.9479137393709353,0.9999999999999997,-0.02448467469214918,200
HILIC_100.9821196_163.7898975,-1.2694480435110762,0.21191133777329285,0.9999999999999997,-0.7925024396367418,201
HILIC_100.9876143_210.1514726,0.6310629599317464,0.5317329974480715,0.9999999999999997,0.5364888145148384,202
HILIC_101.0100592_280.7734605,-1.2415759148763104,0.221913866362662,0.9999999999999997,-0.6279318866362429,203
HILIC_101.0116367_283.1023428,-0.7324455513086371,0.46833826387668986,0.9999999999999997,-0.43208159225935716,204
HILIC_101.016815_289.0938376,0.645545217730525,0.5224078743876434,0.9999999999999997,0.9829242054310359,205
HILIC_101.016853_26.70163452,-0.18175297580173072,0.8567313874701588,0.9999999999999997,-0.312416407211346,206
HILIC_101.0251718_266.1332447,-0.27878894266047743,0.7819007748709066,0.9999999999999997,-0.11805209226807242,207
HILIC_101.0277546_258.8626165,-0.8918816921212743,0.3780040335269037,0.9999999999999997,-0.41277477066043583,208
HILIC_101.034601_289.838328,-1.1485671562101154,0.25782987274662783,0.9999999999999997,-0.6799343939918197,209
HILIC_101.0597509_136.6752684,0.42886384377534587,0.6704156202692335,0.9999999999999997,0.2506515349701026,210
HILIC_101.0709836_72.19408023,0.20018873260924314,0.8423880535843765,0.9999999999999997,0.08530967374987525,211
HILIC_101.0727658_29.13025205,0.27333836728481986,0.7860560123197395,0.9999999999999997,0.23547184821244377,212
HILIC_101.0790856_282.5519024,0.0060483762249722494,0.9952053962801428,0.9999999999999997,0.0026947000825199604,213
HILIC_101.0791024_35.68622166,0.36910961096032513,0.7140709238542191,0.9999999999999997,0.3325811112220275,214
HILIC_101.1073463_285.4129869,0.4437227711516429,0.6597300896344009,0.9999999999999997,0.29653977735141585,215
HILIC_101.107363_118.5518052,1.233215370895836,0.22498173886987222,0.9999999999999997,0.7776875012709655,216
HILIC_101.5087479_284.7624304,0.08083362207039987,0.9359935610087851,0.9999999999999997,0.029614830711615574,217
HILIC_102.0131298_292.8318349,-2.604575563702991,0.013008236431326132,0.9999999999999997,-1.9913680678598185,218
HILIC_102.0219893_240.6621843,0.3282763428510088,0.7444838211435856,0.9999999999999997,0.17649674034529578,219
HILIC_102.0277401_221.2047237,0.023062440108469213,0.9817197388911494,0.9999999999999997,0.022156716250233285,220
HILIC_102.0294367_164.7936887,-2.2537704455884584,0.029989777861994124,0.9999999999999997,-2.1585241741625323,221
HILIC_102.0338832_262.5194063,0.4956290145979822,0.6229772240419645,0.9999999999999997,0.708018500766964,222
HILIC_102.0372939_39.63006056,-0.8243458308874203,0.4148276891579936,0.9999999999999997,-0.14285714285714268,223
HILIC_102.0451811_289.4750658,-0.13893233176256198,0.8902287542735603,0.9999999999999997,-0.21330622461943807,224
HILIC_102.046197_40.95796745,-0.024412380495250807,0.9806499313427399,0.9999999999999997,-0.008335883236778262,225
HILIC_102.0549989_185.1784258,0.15513395597821236,0.8775272474504249,0.9999999999999997,0.08324112334994631,226
HILIC_102.055038_66.92770247,-0.732414876989958,0.46835676501803125,0.9999999999999997,-0.37522015315820545,227
HILIC_102.0743309_71.45306575,-0.9280068389463942,0.35919321289634953,0.9999999999999997,-0.5851314277783676,228
HILIC_102.080016_29.27716303,-0.480003231123716,0.6339445617572871,0.9999999999999997,-0.5387378375523663,229
HILIC_102.0824314_29.41610451,0.007113668208804265,0.9943609430019648,0.9999999999999997,0.006086670589817304,230
HILIC_102.0913463_277.7363395,-1.0905304785979393,0.282266662325098,0.9999999999999997,-0.46005956639380347,231
HILIC_102.0914025_164.3902838,-0.07294140972231275,0.94223086998403,0.9999999999999997,-0.06030268642302258,232
HILIC_102.5087195_284.3439086,0.022388126695558477,0.9822541350996321,0.9999999999999997,0.010554157517120938,233
HILIC_102.5258755_207.4874015,-1.1592014520668281,0.2535225563212558,0.9999999999999997,-0.8829690413621869,234
HILIC_102.9256602_227.76655,-0.3027552668925157,0.7637082853530571,0.9999999999999997,-0.14997988210852853,235
HILIC_102.9481978_290.191349,-0.4093506088911407,0.6845538563115068,0.9999999999999997,-0.28936585702519674,236
HILIC_102.9543663_283.2809517,0.4263182923098756,0.6722532604864904,0.9999999999999997,0.21706357334637544,237
HILIC_102.9702763_290.6963801,-0.2986782911864623,0.7667938218053088,0.9999999999999997,-0.4954740574136583,238
HILIC_103.0340897_220.6854777,-1.4309892139437101,0.16051115157280527,0.9999999999999997,-1.1576495277309407,239
HILIC_103.0372094_212.7826831,-0.07966831167890863,0.9369142723759842,0.9999999999999997,-0.051054285769493855,240
HILIC_103.0389809_290.8946108,-0.07812548555761202,0.9381333934926981,0.9999999999999997,-0.03317379199075051,241
HILIC_103.0390329_44.3563029,-0.6402473421839036,0.5258090179644214,0.9999999999999997,-0.27927792465305745,242
HILIC_103.041713_35.09304853,-0.5483572128832106,0.586616631335367,0.9999999999999997,-0.43694243560911433,243
HILIC_103.0543033_37.95300076,-0.7206372392840187,0.4754914303579302,0.9999999999999997,-0.22868698690930095,244
HILIC_103.0583409_147.9171193,-0.05172027949503131,0.9590193461673275,0.9999999999999997,-0.06954921681339168,245
HILIC_103.058373_74.13770668,-0.6568349594072861,0.515199443357202,0.9999999999999997,-0.26546108296515797,246
HILIC_103.0753926_291.8858375,0.22875740571989892,0.8202698332634037,0.9999999999999997,0.11242435811206336,247
HILIC_103.0754058_119.6413017,1.7259173904433742,0.09239126296555952,0.9999999999999997,0.9728051777177806,248
HILIC_103.0946981_280.1756547,-0.41123948549467204,0.6831801423268147,0.9999999999999997,-0.16514484275901287,249
