Metabolite,t.score,p.value,FDR,logFC,Rank
HILIC_100.5305324_222.7017959,-0.9038365015763438,0.3717102813833363,0.9637531830220828,-0.2800808913925984,198
HILIC_100.916966_47.64662423,-0.7309549230025917,0.4692378190133659,0.9777549229263227,-0.1261711264493689,199
HILIC_100.9568037_271.5810892,0.6324887860915109,0.5308110309724381,0.9824083431236167,0.14738130083080705,200
HILIC_100.9821196_163.7898975,1.0908563176199952,0.2821250510594687,0.9295944216943315,0.42616323562629455,201
HILIC_100.9876143_210.1514726,-0.7037074449262202,0.48585490892334515,0.9781047779839798,-0.3743715865532663,202
HILIC_101.0100592_280.7734605,0.3967338092171653,0.6937572542754339,0.9999159889500627,0.1255628668605923,203
HILIC_101.0116367_283.1023428,0.5662614333963415,0.5745065386022317,0.9913379189285378,0.20904036539710655,204
HILIC_101.016815_289.0938376,-0.766599581066589,0.44800097768561487,0.9745894987688215,-0.7304402429987277,205
HILIC_101.016853_26.70163452,-0.313965628355029,0.7552442860493122,1,-0.3377202967367661,206
HILIC_101.0251718_266.1332447,-0.9051634733162842,0.37101586892538774,0.9637531830220828,-0.2398545254099096,207
HILIC_101.0277546_258.8626165,-0.8158795808752471,0.41959479183806214,0.9716822081080376,-0.2362950981808863,208
HILIC_101.034601_289.838328,1.1085725578692336,0.2745007756749581,0.9222085663954013,0.4106742695405491,209
HILIC_101.0597509_136.6752684,-0.3623427706930555,0.7190799522822743,1,-0.13252361937681728,210
HILIC_101.0709836_72.19408023,-0.3217048199983465,0.7494187725655785,1,-0.08579045508925555,211
HILIC_101.0727658_29.13025205,-0.5424162593574338,0.5906619972159144,0.9919344024228657,-0.29241109612303146,212
HILIC_101.0790856_282.5519024,0.01863283959677224,0.9852303603436035,1,0.005194855074046554,213
HILIC_101.0791024_35.68622166,-0.9345625174403441,0.35584623118589476,0.9588670540445742,-0.5269547674028957,214
HILIC_101.1073463_285.4129869,-0.22675518153580726,0.8218153725302213,1,-0.09483119278202057,215
HILIC_101.107363_118.5518052,-1.1369162281075258,0.26260924676486336,0.9133476348629629,-0.4486600581795943,216
HILIC_101.5087479_284.7624304,0.48635477546910566,0.6294763001140196,0.9947980550876518,0.1115046945043891,217
HILIC_102.0131298_292.8318349,0.558292668889155,0.5798812740186274,0.9913379189285378,0.2671156016340143,218
HILIC_102.0219893_240.6621843,-0.7835843764653556,0.43808439383219633,0.9745124110909839,-0.26363655221900173,219
HILIC_102.0277401_221.2047237,-0.3222440588644711,0.7490134205673806,1,-0.19373487735603984,220
HILIC_102.0294367_164.7936887,0.26066172171206103,0.7957443690826647,1,0.15622381876603722,221
HILIC_102.0338832_262.5194063,0.023685323852204645,0.9812261084814498,1,0.021173368872710274,222
HILIC_102.0372939_39.63006056,8.304707455213255e-15,0.9999999999999933,1,9.00615890358531e-16,223
HILIC_102.0451811_289.4750658,-0.7196124766710228,0.47611512963907265,0.9781047779839798,-0.6913876881992181,224
HILIC_102.046197_40.95796745,2.362338392030171,0.023320556123068267,0.4340828633808086,0.5047848978142704,225
HILIC_102.0549989_185.1784258,0.6005231526567174,0.551681146178138,0.9858134543858914,0.20164319669848735,226
HILIC_102.055038_66.92770247,-0.6000642750912902,0.5519837697066334,0.9858134543858914,-0.19237539460914585,227
HILIC_102.0743309_71.45306575,0.011230705767043865,0.991097452087278,1,0.004431309156857589,228
HILIC_102.080016_29.27716303,-0.5838727808807331,0.5627157766033861,0.9905058655954281,-0.41008539308787545,229
HILIC_102.0824314_29.41610451,-0.41780802841636655,0.6784115794854211,0.9996367449012522,-0.22371016949905909,230
HILIC_102.0913463_277.7363395,1.4766679001961767,0.14790863652624794,0.7998776866875578,0.3898359126367818,231
HILIC_102.0914025_164.3902838,0.5787671430043684,0.5661214704163336,0.9913379189285378,0.2994257376219413,232
HILIC_102.5087195_284.3439086,0.7998108648901765,0.42873418920327677,0.9742203846590763,0.2359477649826049,233
HILIC_102.5258755_207.4874015,0.12221055250785398,0.9033687875766283,1,0.05825296300743651,234
HILIC_102.9256602_227.76655,0.24269627688092119,0.8095306878005101,1,0.07523625462347348,235
HILIC_102.9481978_290.191349,1.2406250474270437,0.22226120636684388,0.8798719757146458,0.5488013151400871,236
HILIC_102.9543663_283.2809517,0.27484532012969476,0.7849065497347891,1,0.08757176034074567,237
HILIC_102.9702763_290.6963801,-0.9046053981540869,0.37130781105942623,0.9637531830220828,-0.9390726453354304,238
HILIC_103.0340897_220.6854777,1.9318188950629807,0.06077567542615632,0.6269238783817119,0.9779798368769644,239
HILIC_103.0372094_212.7826831,-0.2666923443071893,0.7911311697585313,1,-0.1069497793574318,240
HILIC_103.0389809_290.8946108,0.611507456603475,0.5444625334479579,0.9847303701966784,0.1624900968379576,241
HILIC_103.0390329_44.3563029,0.07007428452473811,0.9444977262634082,1,0.019128030218215682,242
HILIC_103.041713_35.09304853,0.47807494066805917,0.6353038589250833,0.9953585489094753,0.23838525949014458,243
HILIC_103.0543033_37.95300076,1.5423333304970386,0.13118357060038072,0.7697661366590566,0.3062850142694654,244
HILIC_103.0583409_147.9171193,0.88456201625887,0.38189104716907196,0.9638726330536317,0.7443589591789948,245
HILIC_103.058373_74.13770668,1.736989546173365,0.09039512976818735,0.7030235092367443,0.4393033950668829,246
HILIC_103.0753926_291.8858375,-0.053007475614566334,0.9580004018479744,1,-0.016302159161995376,247
HILIC_103.0754058_119.6413017,-0.9725850414775566,0.33683864632914984,0.9540620942988052,-0.3430490391362059,248
HILIC_103.0946981_280.1756547,0.29179253805674604,0.7720138109442368,1,0.07332754465462757,249
HILIC_103.5319831_211.1846094,-0.43885413080410424,0.6632234825899028,0.9978767801948073,-0.15410768575522416,250
HILIC_103.5336844_207.1843593,-0.8859852265576053,0.38113328132606916,0.9638726330536317,-0.21593078539288707,251
HILIC_103.9556363_180.9345259,0.11283071628215384,0.9107518033547397,1,0.040743227753632295,252
HILIC_103.9556429_20.71838704,-0.35925969023504045,0.7213663272860034,1,-0.10290308570722431,253
HILIC_103.9556431_266.6482657,-1.1657283450213087,0.25090482458295055,0.9053010394091442,-0.3324894482076479,254
HILIC_104.0529375_42.66611359,3.3504596429934543,0.0018181236822501791,0.12645543842736506,1.000170451169019,255
HILIC_104.0576793_38.08938404,1.9556159480604915,0.057805594271278016,0.614428880921365,0.39094050895276267,256
HILIC_104.0608796_288.9872927,0.6398074395598436,0.5260919560305634,0.9824083431236167,0.20567448573381303,257
HILIC_104.0706517_52.47566146,0.26334957753236393,0.7936873328667019,1,0.09143928897300597,258
HILIC_104.0706644_282.3028219,2.526144825786407,0.015766564031428176,0.3626540570040068,0.4509052348150085,259
